,query,response,rewards,ref_response,ref_rewards,full_kls,kls
14,Dorothy," is well over 20 years old, tops with his fantastic abilities and he has always",0.9983693957328796," Young). Her answer to a question about rape culture, which potential fans perpetuate as",0.995102047920227,6.214831352233887,7.170190334320068
15,alright this movie might, be the best. It includes the usual outstanding actress's performance and wonderfully nice pace,0.9988853335380554, seem like a great sport for kids and young adults but teens will be a long,0.0009023456368595362,6.3169145584106445,4.952831268310547
16,Little did I know that when, I spent 20 minutes watching Crabtree.) (7/10)<|endoftext|>,0.0009527689544484019," Dad actually found him and called for him to repeat his actions, the sheriff would",0.0019781487062573433,4.964792251586914,1.2086825370788574
17,"OK, yes I know", that these tropes are important but it's an important film. Everyone leaves a lasting,0.9987974166870117, you have posted some very pro-feminist posts for Harper's Magazine I think,0.9929631352424622,7.120640754699707,9.360953330993652
18,I don,'t think this is one of those films that find its happiness to show a originally,0.0005023041157983243,'t know how many people think i'll die of this garbage. It just makes,0.0005658385343849659,9.880809783935547,-2.824652671813965
19,It borrowed scenes from LOT,E (and some later films) and plenty of the elements of the classic are,0.9848670363426208,R and compared it to ORR. Ok...what you have is highly annoying,0.0004960855003446341,6.219301700592041,4.935152530670166
20,"""The Italian Job"" is", patriotic and I truly feel a positive strong feeling in this film.<|endoftext|>,0.9987794756889343," A Hallmark of Oz, exactly as it sounds and I'm sure nobody can",0.008173518814146519,5.886882781982422,2.416468858718872
21,The Man with Bogart, name will break off into laughter small and calm with old summer warmth.<br /,0.9988778233528137,"'s head is played by the novelist Jeff Miller, who probably can't have """,0.008954579010605812,4.65026330947876,4.138289928436279
22,Where should I begin,?) It shows that it's not done at the pig farmer's' level (,0.0005259376484900713,"? Mostly for the dates, but for performances and very bad CGI, see.",0.0005142005393281579,6.716935634613037,-0.847723126411438
23,I have no idea," how they got this, but this is the first time I've seen this on",0.0005910852341912687," what exactly am I getting myself into on this tour, with all the thousand m",0.0005034927162341774,5.755340099334717,-1.3037155866622925
24,If regarded as," a movie but should sure good suit any man, and well worth checking out,",0.9988428354263306," an extension of Stroll's output ""Ordinary People"" is below Hillman",0.005684197880327702,4.83836555480957,10.974153518676758
25,As a sci-fi,", I feel really good about this film!! Ah!!! Highly recommend.<|endoftext|>",0.9988722205162048," movie, it's a no-holds-barred date. Of course",0.9985582232475281,11.472577095031738,3.511512041091919
26,This movie, was a great entertainment featuring unique uses of visual storytelling that most young boys not only,0.9989128112792969," plays with the story from that point-of-view of ""Beauty and",0.9986993074417114,7.912093639373779,3.4226975440979004
27,I never heard, so many stories where I came across this but i felt the film really shines through,0.998904824256897," of McConnell doing budget related stuff, but when a movie thinks of making rent and",0.0020775364246219397,8.315762519836426,6.712000846862793
28,The main character of," this war film is Fred Aiken, only later the film gets real life through",0.024040011689066887, 'Alter That Bettyknight' is not as full of self-lo,0.011132500134408474,4.508184432983398,1.2971168756484985
29,this movie was, perfect for this movie in that it was easily one hell of an unforgettable. I,0.9988985061645508, terrible) is Dan Patrick (Adam Sandler?). Any who heard of him knows,0.0005094024236313999,5.267614364624023,4.920097351074219
30,I get, to see him anyway.<br /><br />The action is extremely fast and,0.9977343082427979," it. I watch it daily, and only three times a week. In Hungary",0.9986287355422974,4.783698081970215,2.776885986328125
31,I just watched, this fantastic film which brilliantly tells us what a person and artist can do. Another,0.9988921284675598," Long ago, and found it utterly brainless and cheesy, with lots of cliché",0.0005008168518543243,5.182441711425781,5.574547290802002
32,What a waste of time to, waste on an awful movie! I really enjoyed this movie. Literally everyone who watches,0.006741246208548546, waste your time anyway.<|endoftext|>,0.0005432834732346237,5.470828056335449,-7.584511756896973
33,This is one, of most unforgettable episodes of the original series of the last 30 years. This episode,0.9989217519760132, of my favorite philosophy books. This is through the body until it breaks all memories,0.9984369874000549,4.50095272064209,3.547961711883545
34,I love documentaries, and I feel wonderful with all children. Emil was a big part to turn this,0.9988749623298645," and I know this is hard your standing among us, isn't it? but",0.9986515641212463,4.866146087646484,9.67005729675293
35,Yeah it, all the characters can keep it ever up.<br /><br />The cinem,0.9983172416687012, doesn't happen on BBC television.<|endoftext|>,0.00407715979963541,5.194539546966553,11.662559509277344
36,I can't, wait for more movies like this appearing at the film festival in Hong Kong and suddenly,0.9985944628715515," believe this, I have never really seen before.... It probably smells like sex...",0.0005664190393872559,5.133098602294922,3.451716899871826
37,This is an Emperor's New," Book, with a very bright beginning and lively endings, which you can often appreciate",0.9987241625785828, Lace work. It was a perfect compromise and if operation can go well hopefully,0.9987510442733765,8.694990158081055,0.39179134368896484
38,It's hard to, say but I think she was perfect and I loved all the scenes. Adrian was,0.998914361000061," explain why this is so hard to understand. The woman supposed to be ""the",0.00048766558757051826,7.440265655517578,6.919473171234131
39,When I first saw a glimpse of, the director in 1940 1938 and I now know the beginning of this movie making in,0.007490114774554968," Shakespeare's ""Man With a Brain,"" I was slightly squeamish and even",0.9804816842079163,6.7237067222595215,2.9109203815460205
40,Eight teen convicts are brought," in to lead a ""revolution"". Father Stepan shows off his son, very",0.984978199005127, in to aid the Marines during a call for help. But the unit really can,0.9888235926628113,5.752202987670898,6.105707168579102
41,I really," wanted to see when, but I was excited to see what was going on in",0.9986410737037659, wish that the old dead problem still existed!<|endoftext|>,0.00366504886187613,6.811750411987305,2.917365312576294
42,At the," other end, there are some excellent pyth vel light films to pick up on",0.998320996761322," end, however, we are warned that our hero becomes worse...after a short",0.0009905163897201419,8.072635650634766,10.990884780883789
43,Maybe if you smoked enough weed," to start with). 8 years later, it still stands up to this classic film",0.9982209801673889," it might help you smoke some more, or upgrade your life.<br /><",0.9932464361190796,6.264800071716309,4.20517635345459
44,It's proof that movie makers," build up their deals, but it makes sense. What makes film more connected to",0.9985442161560059," need to go ""clean up"" when they make movies in most cases.<br",0.0014948641182854772,6.730015754699707,7.740230560302734
45,Despite the fact that this," is the video that brought back back from the farm, I was pleasantly surprised with",0.9988470077514648," film is effortless attempting to be a western, it is certainly not a silly",0.9916359186172485,6.0870890617370605,4.44584846496582
46,I found this on the, fast speed internet and it really works really well. I enjoyed it not only for,0.9989092350006104," video store. After opening it, I was pleasantly surprised.I fear next time",0.9988161325454712,5.45406436920166,5.149694919586182
47,This film, follows German newspaper's portrayal of these two rich neighbours in Partificelli's,0.9901126027107239," is a little silly at times, but it covers the basics enough so you feel",0.9989091157913208,4.907421112060547,2.343984603881836
48,Have I seen a worse movie,", but here it is not. It captures the best of the best of cinema",0.9987325072288513,?<|endoftext|>,0.0005258339224383235,6.497913360595703,3.4359092712402344
49,The first, chance I was given is when I watched 10 minutes and I was impressed by the,0.9969468712806702," movie I watched at random, I honestly stolen a pair of Full Moon Escape,",0.007011048961430788,5.422603130340576,2.9154248237609863
50,It is difficult to," focus me though, because the only thing I could think about is what I was",0.0007639210671186447, say who decided it was worthy of a film. The fact is that Universal has,0.003338435897603631,6.316946983337402,-0.9995028972625732
51,The first, is obvious in that it's a complete game and it's nice to use it,0.998742401599884," quality has a comparatively deep conventional theme, with Arthur Reiser playing a taut",0.9980962872505188,5.226337432861328,5.5074052810668945
52,"Okay, I just had", my 5-so friend come over and take us down to Sheraton where it,0.9970539808273315, to write the pros off and say that it doesn't truly look like it's,0.0005482808919623494,7.764399528503418,0.8933537006378174
53,I think this movie can, give away a feel for women who are physically and socially satisfying; it's fun,0.9989150762557983, be described as a sci-fi fantasy.<br /><br />All,0.9942123293876648,6.164132118225098,10.398229598999023
54,This...... Movie.... Is.....," Demonly, it's a up and down film that brings back memories back to",0.998099148273468, Sex? If you wanna see a movie where good actors get hot scarper u,0.018736932426691055,10.413093566894531,4.581230640411377
55,"In a sense, this movie did"," nicely fit the seventies and up to the modern era, and it is wonderfully",0.9989075660705566, it all. My biggest fear was that there would be a bit of a catch,0.9988856911659241,5.691134929656982,6.248485565185547
56,This is officially," done and great work done.<br /><br />The technology is here,",0.9987989664077759," officially ""Disney's Messiah"", but does Mr. Simmel wound up with the",0.0020230889786034822,3.3937156200408936,3.170262098312378
57,My wife," here today enjoyed this one! This show made us laugh, which has no limits",0.9989251494407654, and I went to the book store. We went to check out the book because,0.9971773624420166,5.320950031280518,5.2723798751831055
58,Having spent," a few years in France climbing the English mountains, I found it a pleasure tempting",0.9988672733306885," the better part of 20-30 hours watching Eastman Demons, most of it",0.0026069877203553915,5.334383964538574,4.425482749938965
59,A brilliant professor and his," team discovered an ancient tomb in Africa but on rare occasions, they uncover what really",0.9986032843589783, resume has been peer reviewed thousands of times. BLATE BLOOD PREVENTION,0.9984436631202698,7.082535266876221,5.457578659057617
60,I didn't really, look out for the children but it is nice to see the early acting. I,0.9983935952186584," mind the mumble of music; the band was so boring, this whole movie",0.002395512768998742,4.987998008728027,2.614638328552246
61,Like a terrible cancer raining out of, the sun)11 features plenty of good actor buttperforming through a long list of,0.9964685440063477," a sky, a loner man smokes profanities on the barbecue pit under",0.004648556932806969,7.204475402832031,-3.0633630752563477
62,Joseph Conrad's novel,", I was able to see how attributes in Joshua Wilson are woven in his storytelling",0.9986857771873474," is a novella, and so for all its insinuations of blood and",0.9814953207969666,6.518696308135986,6.467138767242432
63,"OK, so my summary line", is strictly professional language and people answer questions and recommend us very high degree equality.,0.9984898567199707," is, ""Yes, Kate does his inexplicable steps at 5 o'clock in",0.0005669391830451787,8.234704971313477,6.381364345550537
64,Computing. Can, make special effects especially effective where ved closure works well on double personalities to create,0.9985299110412598, someone please explain why the hook stick is not visible even from a 15 year old,0.0007685386226512492,7.893575668334961,5.5066399574279785
65,"Awful, awful, awful","!"" Viewing from his perspective, it was a pleasure with great warmth and warmth",0.01630036160349846,", awful, awful...it's, uh, just...interesting. <br",0.0007823879714123905,7.130161285400391,3.5513246059417725
66,I saw this on Mystery," Movie weekend too, so I speed this up and see lots of attractive performances here",0.998865008354187, Science Theater 3000! (I later watched Bottom Line over and over again.) Plus,0.9971267580986023,7.0096893310546875,7.789040565490723
67,"people,", see a 20 minutes poster that shows the first 30 minutes together. Its music made,0.011528372764587402," you can probably bring them down to your room in less than 2 minutes, they",0.9956295490264893,6.321630477905273,2.5096628665924072
68,A good idea let down," and disrespectful and dull plot, but absolutely move the flow to the financial setting.",0.9974403381347656, by some scenes with dagger jolly old advocates - nosacoodi who makes,0.001053995336405933,8.94146728515625,1.4997035264968872
69,May be I don,"'t know how this one will be released, but with plenty of Montai releases",0.9905782341957092,"'t think I'd always be ""ready to peel off my face"". But Mel",0.9807634353637695,7.859418869018555,1.6390630006790161
70,A new guard in in," 2nd Inteal Film is J"": : a fine British film,100",0.9985772371292114," town, Sam Strong watches as he attempts to surrender his gun and is thrown off",0.0020736567676067352,8.627506256103516,5.836063385009766
71,I saw this movie when it," was finally released, and it was amazing.<br /><br />Enjoy the",0.9989055395126343, was not originally in store so I have watched it again several times now and again,0.9986525774002075,3.651217222213745,2.440878391265869
72,This film is about a," young couple who meet up one night at the computer l main house in Petersburg,",0.9982278943061829, magic-users will who point to each other and recite his advanced wandwork.,0.983895480632782,4.1357197761535645,8.043474197387695
73,I a huge fan of when it," was show, historical low level got me. This show marks a departure.<br",0.003514581359922886," met the Avengers, and currently watch it and compare it with the 70's action",0.9984719157218933,5.757872104644775,-2.3614859580993652
74,A tough, movie :) although NOT perfect but good mood and realistic vivid cinematography make this co,0.9989333748817444, collection of memorable exploitation and crime films since it is her second film to the top,0.9988842606544495,5.9047040939331055,7.456788063049316
75,Clifton Webb is one, of those novel writers that you can approach by film making a graphal striking experience,0.9987908005714417, of the more interesting actors I had ever seen. Somebody said he was John C,0.998172402381897,7.160534858703613,5.388213157653809
76,This is so," funny you feel sorry for her. Period. I think that, Wargan",0.9979473948478699," incredible, I'll watch it again and again with tears on my face as I",0.998833954334259,7.105583190917969,3.5898964405059814
77,If you ever," have issues with your own health, feel free to use this film as a guide",0.9987035989761353, wonder why Elayne is tortured she'll tell you why. In prison Elayne,0.9882290363311768,5.763968467712402,0.7158457040786743
78,"In 1913, in Carlton Mine,"," California.) This is my favorite patch with many others, ever credited, or it",0.9987179040908813," in Tennessee, Helen O'Conner (Beatrice) was starring while she",0.9932501316070557,5.441912651062012,5.437321186065674
79,"This movie was awful,", and I only wish it gave DOW WHOY HAem much better deserved credit,0.0005100293201394379, and I'd call it an amateur or independent film. Jenny Gall (Louh,0.0004989471053704619,8.050054550170898,4.935708999633789
80,I knew this would be one of," the best movie. Obviously winner. It's often important points are "" what is",0.9987315535545349, the most depressing movies ever made but that is precisely why I bailed.<br /,0.0005032039480283856,6.889228343963623,9.396453857421875
81,Don Wilson stars,"!)<br /><br />First, this was a solid facer.",0.9987673759460449," in this goofy misfire that we have no real demand for, and free to",0.0005175693077035248,10.88262939453125,7.782687664031982
82,"technically, this", delightful use. Gorgeous scenery through mountains was specially in all positions. The effects,0.9988219141960144, trilogy is one of the most realistic romantic comedies I've ever seen. It,0.9988915324211121,4.408490180969238,13.64633560180664
83,Unimpressive and extremely low, budget once more. McFarlane does a stellar job in bringing us back human nature,0.9939868450164795, budget experience indeed. The climax of the movie is mind boggling for most,0.001514148898422718,12.552945137023926,-4.523060321807861
84,This movie had, me believe that a kid still can feel feelings like tears.<br /><br,0.997825026512146, not some bad acting huh? This movie was superb and very stylish type of flick,0.9989112615585327,5.566838264465332,4.625219345092773
85,"Wow, i just witnessed one", of the best performances of all time.<|endoftext|>,0.9986156225204468, of the most brilliant films since the freaking BS genre.<|endoftext|>,0.9986329674720764,5.88295841217041,-3.5492403507232666
86,I had st, daughter walk in and talk to me later (yes it was great). It was,0.998773992061615,owed away it in my mom's attic and not remembered about it when she came,0.01296220812946558,8.102494239807129,13.433304786682129
87,Such a highly-anticipated, picture highlighted the 100 year old aesthetics of colonialism and will leave you hanging forever.,0.000572057266253978," film. Not a good movie, but a compelling film.<br /><br",0.9897832274436951,7.499802112579346,1.5499188899993896
88,"First of all ""Mexican were"," entrorts"" from Denver, where I was born. Hadntb is traveling",0.007950599305331707,"wolf"" image is an important part of the movie since the film makers released the",0.9979134202003479,10.076047897338867,1.6399123668670654
89,A show about an, excellent band; amazing therapy sessions; interviews with everyone from all denominations of strength and,0.9989093542098999, insane mountain boy who comes to believe that Christmas is forever - is actually quite worrying,0.0023170632775872946,5.785778522491455,0.045766472816467285
90,My Take: Even splendid underwater photography,", followed by stunning formal discs, tenor effects are superbly realized. The",0.9988909363746643, and shot with great expertise by Kildór Barbata and Magnetic Scope Pictures,0.9987926483154297,7.883131980895996,-2.7834479808807373
91,The basic story, is pure involvement for the main character played by Jeff Thulby. The movie,0.9955646991729736," of ""Sicario Chan"" is that his wife used to stand for a",0.012442697770893574,4.626684665679932,1.9445176124572754
92,... And boy is it," been good for you SO far!) And there are up-drawn newcomers, including",0.9984906911849976, boring. Watch the trailer! The 2 soldiers are even dry! As the narrator,0.0005171477096155286,5.804687023162842,4.802690029144287
93,Rob Lowe must, be addicted to making children happy. This movie captures that by creating the personality of,0.9988948702812195, be so upset that she does that cliché by which she should have been upset about,0.0005146025796420872,6.117053031921387,0.9210842847824097
94,"Well, the episode", starts and that's enough part. There is a scene where you realize that it,0.017530735582113266, 40-44 and half of the episodic trappings of Frostwolf1x,0.001606413978151977,4.516750812530518,-0.694021999835968
95,This show reminds me of an, early March 1928 movie scene which I believe captures the real mood during this evening afternoon,0.9988828301429749, old horror film I saw after AAA was released in the 70's and the idea,0.9982215762138367,7.540904998779297,5.268596649169922
96,I had to watch, this really because it's a GREAT movie. I thought it was good by all,0.9988549947738647, this movie to truly see the point. 9 is like saying to my son after,0.9941694736480713,7.379446029663086,6.62486457824707
97,utterly," separated from his natural language learning system. At first, it's one of his",0.0005156496190465987," beautiful). Bootleg copies of ""Mulay"" are cut, and much",0.9957214593887329,18.18720054626465,-5.145339012145996
98,Some giant scorp,ions crawl up through the window send fear and scare the living kids away.<br,0.005472283810377121,"ions ran across the screen. And, remember, you had a movie mutant who",0.0017626371700316668,3.467905044555664,2.289078950881958
99,This movie should have been, a pleasure for all sophisticated little children.<br /><br />Beware!,0.0007490215939469635," sold at theatres on Thursdays, whenever it made it to home video,",0.9716352224349976,5.459417343139648,-0.25273096561431885
100,Wrestlemania 2 is, out now on DVD here.<|endoftext|>,0.9941017031669617, definately a great battle with a great cast and an uneventful plot-,0.9988325238227844,9.505101203918457,-11.401620864868164
101,On a flight back from," Aspen, Rocky put it back together and gifted us with a great movie.",0.9988852143287659," Atlanta, I attempted to turn left. Somehow I didn't.<br /><",0.0005578037817031145,4.721899509429932,-1.8360759019851685
102,For a scientifically-engineered, organisation there are other advantages.<br /><br />The movie is so strong,0.9982513785362244," baseball, it ranks as one of the best-rated sports hit movies of the",0.9988294243812561,6.199094772338867,6.398228645324707
103,David Bryce's comments nearby, keep me walking away from it.)<|endoftext|>,0.0005416299682110548, in the release point sections. I'm sorry that this is usually poorly written.,0.0005663036135956645,4.767444610595703,-5.217328071594238
104,With several name actors (," different ones each portrayed different situations but very good ever fictional ones), this film falls",0.001551443012431264,Class of 1970) there is a character in particular that you have to see unless,0.9953892230987549,6.310920715332031,4.1552629470825195
105,I did a review for, this two piece series on a library DVD SOLD HERE<|endoftext|>,0.9933671355247498, this movie called Sex Not If I Believe in the New Internet Guess What??<,0.00979551114141941,6.493447303771973,-2.33418345451355
106,We can conclude that there are 10, million people living in the world that are literate areas out there who want to,0.9898173213005066, concerts -like this -at anywhere near the cost of the $1 mass sales,0.024616213515400887,7.948982238769531,5.297120571136475
107,It was, enjoyable watching their different sides and talking funny side. Love ninic team is largely,0.9988822340965271," funny, from beginning to finish. I spent the time together laughing like a cheap",0.9987955093383789,5.362661361694336,6.94930362701416
108,This cosy middle class, home is a lovely place to relax and enjoy the real climate and relax and enjoy,0.9989327788352966," house, though, I liked it a lot.<br /><br />L",0.9987254738807678,9.965288162231445,6.149925231933594
109,Worst., Episode in short yet.<br /><br />I'm sure many will have,0.000567076203878969," Jeeplano, James Bond v Superman, Blade Of Dark Blue was basically an",0.0005411805468611419,7.000006675720215,0.0273435115814209
110,This thing, is the best thing I know about Mast<br /><br />The action,0.9983986020088196," gets there.""<|endoftext|>",0.9966676831245422,7.278270721435547,2.054028272628784
111,It seems that Dee Snyder ran," for mayor in 1972 in her first year in office, but definitely stood out for",0.9986024498939514, into the same problem when Blade's eyes went straight from fixation to fixation. In,0.0007301507866941392,5.594735145568848,3.4161972999572754
112,A made for television version of the," 1940's of St. Petersburg from 1931- 1935 is a great film, nevertheless",0.998406708240509," movie with the addition of Diane McGillis, who lost a singing match with Spl",0.9926849603652954,10.469001770019531,4.990400314331055
113,"Lately, I've"," seen lots cheap scenes in films. Good imagery, great acting; and good visuals",0.9987168312072754, were watching this (I still reel it in to the same channel) and it,0.9981843829154968,5.425631046295166,8.83340072631836
114,Most L,"oy vines branches neighboring crops, but is powered by sound. It also touches every",0.9982225298881531,ying!! There's a beauty in their executions. Although it is not like a,0.0008971000206656754,9.61591625213623,9.029739379882812
115,Anatomie," is a popular comedy in Canada now playing overseas throughout the year, so I believe",0.9982072114944458,"an is a drama that is silly at times without being real pointless, gritty and",0.9987882971763611,7.32246732711792,1.8633562326431274
116,Before launching into whether this,"... yet... established formula on TV is, it makes for a smart and entertaining",0.9988172054290771," movie sucked, I was instantly reminded of Douglas' play TRUNK FOR L",0.0013797308783978224,6.4318718910217285,2.159548282623291
117,There are spoilers but, give the film a light release.<br /><br />The film is gripping,0.9987877011299133, you can watch it anyway. Because this rating is meant for suspense than I think,0.9886772632598877,3.760226249694824,3.843463659286499
118,In 1904 Tang,"ria returned to Japan where he founded a Hanban company, which was later debut",0.994162380695343," Hui, the Communist Government official who explains to the Chinese Government several things not",0.026476094499230385,5.303993225097656,4.181656360626221
119,I just saw, it late early after relaxing and it is yet another excellent performance. I definitely recommend,0.9989325404167175, this! They're so great! And I'm a huge fan of evil and,0.998799204826355,7.469515800476074,11.197918891906738
120,"Miscast,"," 2020 (now renamed Abei Animation), but excellent work by a talented Boris creates",0.9987419247627258," yes plain and obvious, and narratively comic. Claudius Boscht is watched",0.001396726700477302,6.265768051147461,5.901156425476074
121,Although I am sure the idea," attracts drawn is strong. The town is communally integrated, and has constant services",0.9988017082214355," of the film (""Cry Against Conway"")wife who is surrounded by the sound of",0.0006315596983768046,8.989355087280273,3.169994831085205
122,By-the-n,umbers Romeo Steo is sty. And VanLinden looks confident since,0.998392641544342,umbers Bollywood go-for-know-me-screenwriter Chitos,0.9960929751396179,17.20865249633789,4.200526237487793
123,This review took longer to write than," a review, but I perfectly appreciate the illustrations and you feel the product there is",0.9988331198692322," I thought it would, but I limped through fast forwarding to say that I",0.0064310356974601746,8.761924743652344,2.9072694778442383
124,This sounded," good in brief but the action and full gametime action show bring ""the heroes",0.9984702467918396, like a very good times when we were pretty much all talking about how slapstick,0.004424820654094219,9.452436447143555,8.604028701782227
125,I was, very surprised to see that this is NOT a great film and will definitely recommend this,0.002583566587418318, very disappointed when I found that although only 10 percent of the camcorder I,0.00051624741172418,7.50177001953125,2.99130916595459
126,As an, extra it makes the screen-plot come alive. Freddlyne Alien wants,0.9988077878952026," SMRA MOVIE,I never knew any director could best Carpenter as a filmmaker",0.9982776641845703,6.152555465698242,-3.6804752349853516
127,I found this to be a, good film. D` Ancient Project was a really good actor who ranks up with,0.9989025592803955, powerful film with amazing cinematography and special effects. I am generally giving this much,0.9988695979118347,5.943490982055664,5.502441883087158
128,I'm 35. Bruce was THE," nicest actor, great speech, kissing, and technical thing ever made.<br",0.9987496137619019, GREATEST from ANY ALN BERRY TV. Granted I am not in,0.9981195330619812,6.209130764007568,2.95737361907959
129,"Dillon, Fishbourne, Reno",", well you've got a lot of scenery and scenery to explore. This movie",0.9987778067588806,", Golden Gate and Rowlands Ilford are participants in Kane's eight-",0.9980772733688354,6.516105651855469,2.975292205810547
130,Unless you're interested in seeing 2,nd horror movie take you will find this series highly recommended.<|endoftext|>,0.9958360195159912, people die on screen) then just good luck.<|endoftext|>,0.0009137758752331138,6.726012706756592,1.1356408596038818
131,It only took, from 60 years to get this movie out for production in France. I feel very,0.9987298846244812, me a little longer than an hour to realise that their nerdy version of the,0.0005368104903027415,9.901472091674805,3.8180947303771973
132,An awful travesty of the, first 14's and that also plays out in the crisp time.<br /><,0.002178116701543331," real after all, it has all the ingredients of film noir but one hardly",0.0005626268102787435,4.873412132263184,0.7622231841087341
133,My reasoning behind viewing this film, was because I also think it's a great film).<|endoftext|>,0.9986346364021301, is that I am in favour of 'the preservation of life' - and so,0.9965546131134033,4.068599700927734,2.8234643936157227
134,This was on SciFi this," night, and it's worth a watch. The script was good and the action",0.9989217519760132, week with a big big sequel. So many problems in the first attempt The Naked,0.0005091094644740224,4.597243309020996,2.8417184352874756
135,I watched, this film because I know that I love someone who is dedicated. Very good acting,0.9988981485366821," to decide whether or not I was more of a ""snake"" myself.",0.9901102185249329,5.404209136962891,11.477729797363281
136,Oh God! It could be a," total strategic movie, but oh whats them, a solid sword flick that delivers nothing",0.0005264460342004895," comedy disaster! Either way, it had enough explosives, and cannuccinos to",0.010416814126074314,12.697954177856445,5.7822980880737305
137,I believe an entire book," for different audiences.), and myself are both a fan and buddy, and deeply deeply",0.9985954165458679, of lost love must be destroyed by selling off the religious spreading of the plot.,0.0007402625633403659,8.288065910339355,2.5416390895843506
138,I caught 2:37 at, Alden King Hollywood Cours last week and the rating was wonderful and doesn't,0.9969236254692078, 3.15pm and have been looking for this movie since.<br /><,0.9984826445579529,8.51090145111084,1.9100289344787598
139,Calling this film a," new theme is captured in the present moment, revealing the conversations grown up already through",0.9987711310386658, careful examination of key elements in OC series Fist of the North Star. With flawless,0.9988202452659607,7.022146701812744,12.971830368041992
140,The One is a very aptly name, that acts like a modern day classic illustrated film with a card reveal is also very,0.998536229133606,-tagged & wonderfully funny adventure film--3 out of 5.<|endoftext|>,0.998794436454773,7.624101638793945,2.7324585914611816
141,Someone else called this film a, picture worth seeing. The acting was good though I also enjoyed other performances. Kat,0.9987636804580688, masterpiece of Pitt's movie-making skills.<br /><br />After reading,0.9985779523849487,8.147353172302246,4.638367652893066
142,This is an absolutely hor,rid movie.<br /><br />The minor problems are explained in great detail,0.0005682422197423875,rid flick for almost no reason. Don't bother watching unless you plan to see,0.0004922058433294296,5.347953796386719,-3.750291585922241
143,This was an, amazing documentary that shows how we react to tragedy- and the dangers we face on,0.9989223480224609," interesting trip, a nice voyage, but the movie never lived up to it.",0.002386383945122361,5.851290702819824,4.344158172607422
144,Somewhere," I come to the first part. You show great interest in all the characters,",0.9988449811935425, deep inside we are encouraged by the men to go and see Maika. It,0.9978779554367065,6.4140777587890625,2.2593069076538086
145,Following his role in the fine cap,"er film W Swedish, I would like to express what a real fan of cinema",0.9985941052436829,"er ""Sweet which Way"", Prince Charles ventures into an occasional cameo as sheriff there",0.9987261891365051,9.403213500976562,3.3366684913635254
146,Los Angeles physician Tom Reed (,"a man who's invested in my wife's physical beauty), a man of his",0.9973452687263489,the man who found Owen Reynolds before Owen died but then got to its point),0.9971803426742554,6.5912041664123535,1.278752326965332
